FID,Name,Lat,Lon,Zone,Surf_Spot,Wannasurf_,Wannasurf1,Quality,Frequency,Direction,Type,Experience,Surfline_n,Quality__0,Frequency_,Wannasur_1,Wannasur_2,Surfline_l,Surfline_1,Manually_a,Manually_1,SUM_10km,SUM_1km,sqtd_10km,sqtd_1km
489, ,0.000000000000000,0.000000000000000,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,3.000000000000000,0,Right and left,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,19865.038919400001760,0.000000000000000,13774.578142200000002,0.000000000000000
490, ,0.000000000000000,0.000000000000000,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,0.000000000000000,0, ,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,13917.841812099999515,2467.459117890000016,9546.737621309999668,1714.516147609999962
491, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,4.000000000000000,2,Left,Beach-break,Experienced surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
492, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,4.000000000000000,3,Right and left,Reef-coral,Pros or kamikaze only..., ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
493, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,3.000000000000000,0,Right and left,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
494, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,3.000000000000000,0,Right and left, ,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
495, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,3.000000000000000,2,Right,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
496, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,3.500000000000000,0,Right,Reef-coral,Experienced surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
497, ,0.000000000000000,0.000000000000000,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,4.000000000000000,2,Left,Reef-rocky,Experienced surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
498, ,0.000000000000000,0.000000000000000,Ceara,Futuro,-3.726691000000000,-38.457008999999999,3.500000000000000,4,Right and left,Beach-break,All surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,167825.108236000000034,0.000000000000000,98779.503507600005833,0.000000000000000
499, ,0.000000000000000,0.000000000000000,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,3.500000000000000,3,Right and left,Reef-rocky,Experienced surfers, ,0.000000000000000,0, , , , ,0.000000000000000,0.000000000000000,146775.886089000006905,0.000000000000000,87420.835071599998628,0.000000000000000
